age,annual_income,loyalty_score,purchase_frequency,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases
42,62000,8.2,23,Male,Sweater,Clothing,20,Iowa,M,Orange,Spring,4.9,No,Express,Yes,Yes,40,Cash,Quarterly
42,62000,8.2,23,Male,Backpack,Accessories,31,Michigan,M,Black,Winter,4.3,No,Express,Yes,Yes,19,Bank Transfer,Bi-Weekly
42,62000,8.2,23,Male,Hat,Accessories,68,New Mexico,M,White,Summer,4.4,No,Store Pickup,Yes,Yes,35,Debit Card,Every 3 Months
42,62000,8.2,23,Male,Dress,Clothing,31,New York,M,Violet,Fall,3.4,No,Standard,Yes,Yes,30,Bank Transfer,Weekly
42,62000,8.2,23,Male,Shirt,Clothing,54,Maine,M,Orange,Fall,5.0,No,Express,Yes,Yes,21,Debit Card,Weekly
42,62000,8.2,23,Male,Boots,Footwear,67,Missouri,S,Magenta,Summer,3.4,No,Free Shipping,Yes,Yes,49,Debit Card,Annually
42,62000,8.2,23,Male,Sneakers,Footwear,31,Maine,L,Brown,Spring,4.1,No,2-Day Shipping,Yes,Yes,8,Credit Card,Annually
42,62000,8.2,23,Male,Gloves,Accessories,39,Arkansas,S,Silver,Fall,3.9,No,Express,Yes,Yes,46,Cash,Fortnightly
42,62000,8.2,23,Male,Sneakers,Footwear,72,Ohio,M,Silver,Summer,2.7,No,Store Pickup,Yes,Yes,48,Cash,Weekly
42,62000,8.2,23,Male,Jewelry,Accessories,30,Mississippi,S,Pink,Fall,4.7,No,Store Pickup,Yes,Yes,15,Debit Card,Monthly
42,62000,8.2,23,Male,T-shirt,Clothing,59,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly
42,62000,8.2,23,Male,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,No,Free Shipping,No,No,21,PayPal,Weekly
42,62000,8.2,23,Male,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,No,Store Pickup,No,No,50,Venmo,Bi-Weekly
42,62000,8.2,23,Male,Handbag,Accessories,49,Ohio,L,Lavender,Winter,3.3,No,Free Shipping,No,No,30,Credit Card,Monthly
42,62000,8.2,23,Male,Belt,Accessories,77,Wisconsin,L,Blue,Summer,3.6,No,Standard,No,No,33,Bank Transfer,Annually
42,62000,8.2,23,Male,Sandals,Footwear,98,Wyoming,M,Gold,Winter,2.6,No,Store Pickup,No,No,46,Bank Transfer,Every 3 Months
42,62000,8.2,23,Male,Hoodie,Clothing,90,Arizona,M,Purple,Fall,2.5,No,Free Shipping,No,No,48,Debit Card,Bi-Weekly
42,62000,8.2,23,Male,Hoodie,Clothing,36,Maryland,M,White,Spring,5.0,No,Free Shipping,No,No,47,Credit Card,Every 3 Months
42,62000,8.2,23,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,Express,No,No,10,Debit Card,Bi-Weekly
42,62000,8.2,23,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Express,No,No,43,Debit Card,Fortnightly
42,62000,8.2,23,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,No,No,27,Bank Transfer,Weekly
42,62000,8.2,23,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly
42,62000,8.2,23,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually
42,62000,8.2,23,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly
42,62000,8.2,23,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,No,33,Credit Card,Annually
42,62000,8.2,23,Male,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly
42,62000,8.2,23,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
42,62000,8.2,23,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months
42,62000,8.2,23,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly
42,62000,8.2,23,Male,Handbag,Accessories,95,Virginia,XL,Brown,Winter,4.4,No,Express,No,No,12,Bank Transfer,Every 3 Months
42,62000,8.2,23,Male,Shirt,Clothing,74,Michigan,M,Black,Winter,4.6,No,Next Day Air,No,No,31,Bank Transfer,Quarterly
42,62000,8.2,23,Male,Shoes,Footwear,27,Oklahoma,S,Peach,Winter,2.6,No,Store Pickup,No,No,26,Debit Card,Annually
42,62000,8.2,23,Male,Hat,Accessories,37,Alaska,L,Teal,Spring,4.8,No,Free Shipping,No,No,45,PayPal,Bi-Weekly
42,62000,8.2,23,Male,Backpack,Accessories,63,Texas,L,Pink,Winter,3.8,No,Standard,No,No,34,Credit Card,Monthly
42,62000,8.2,23,Male,Scarf,Accessories,90,Kentucky,L,Indigo,Winter,3.0,No,2-Day Shipping,No,No,27,Bank Transfer,Weekly
42,62000,8.2,23,Male,Dress,Clothing,75,New York,M,Charcoal,Spring,4.8,No,Free Shipping,No,No,10,Bank Transfer,Bi-Weekly
42,62000,8.2,23,Male,Jacket,Outerwear,68,Mississippi,L,Orange,Fall,4.2,No,2-Day Shipping,No,No,48,Credit Card,Fortnightly
42,62000,8.2,23,Female,Jacket,Outerwear,52,Delaware,L,Red,Winter,3.2,No,Standard,No,No,36,Bank Transfer,Quarterly
42,62000,8.2,23,Female,Hat,Accessories,23,Minnesota,L,Violet,Winter,4.1,No,Free Shipping,No,No,41,PayPal,Monthly
42,62000,8.2,23,Female,Hat,Accessories,33,Utah,L,Blue,Spring,4.2,No,Free Shipping,No,No,29,PayPal,Weekly
42,62000,8.2,23,Female,Boots,Footwear,67,Vermont,M,Silver,Winter,2.6,No,Free Shipping,No,No,46,Credit Card,Annually
42,62000,8.2,23,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,3.5,No,Standard,No,No,16,PayPal,Annually
42,62000,8.2,23,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.6,No,2-Day Shipping,No,No,4,PayPal,Bi-Weekly
42,62000,8.2,23,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,4.9,No,2-Day Shipping,No,No,34,Venmo,Monthly
42,62000,8.2,23,Female,Shirt,Clothing,98,Michigan,S,Maroon,Fall,2.9,No,Free Shipping,No,No,21,Bank Transfer,Bi-Weekly
42,62000,8.2,23,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,No,No,39,Bank Transfer,Monthly
42,62000,8.2,23,Female,T-shirt,Clothing,35,Indiana,M,Violet,Spring,2.7,No,Standard,No,No,21,Cash,Every 3 Months
42,62000,8.2,23,Female,Socks,Clothing,45,New Mexico,M,Olive,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly
42,62000,8.2,23,Female,Sandals,Footwear,35,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly
42,62000,8.2,23,Female,T-shirt,Clothing,36,Virginia,XL,Maroon,Fall,4.4,No,Free Shipping,No,No,47,Credit Card,Fortnightly
42,62000,8.2,23,Female,Skirt,Clothing,45,Maryland,M,Orange,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly
42,62000,8.2,23,Female,Hat,Accessories,58,Florida,M,Magenta,Fall,4.9,No,Standard,No,No,3,Debit Card,Annually
42,62000,8.2,23,Female,Hoodie,Clothing,53,Texas,M,Red,Fall,4.6,No,Express,No,No,21,Venmo,Monthly
42,62000,8.2,23,Female,Hoodie,Clothing,23,Wisconsin,L,Purple,Winter,3.3,No,Store Pickup,No,No,33,Debit Card,Fortnightly
42,62000,8.2,23,Female,Shirt,Clothing,60,Wyoming,M,Maroon,Fall,4.6,No,Store Pickup,No,No,46,Venmo,Bi-Weekly
42,62000,8.2,23,Female,Jeans,Clothing,56,Idaho,M,Red,Spring,4.6,No,Store Pickup,No,No,2,PayPal,Every 3 Months
42,62000,8.2,23,Female,Pants,Clothing,96,Virginia,M,Silver,Summer,2.6,No,Store Pickup,No,No,26,Debit Card,Bi-Weekly
42,62000,8.2,23,Female,Hoodie,Clothing,88,Arizona,M,Gold,Fall,3.1,No,Free Shipping,No,No,5,PayPal,Monthly
42,62000,8.2,23,Female,Blouse,Clothing,82,Mississippi,M,Charcoal,Spring,3.4,No,Free Shipping,No,No,8,Cash,Weekly
42,62000,8.2,23,Female,Hat,Accessories,21,Texas,S,Yellow,Summer,3.1,No,Store Pickup,No,No,29,Credit Card,Every 3 Months
42,62000,8.2,23,Female,Sandals,Footwear,43,Louisiana,L,Silver,Summer,4.0,No,Standard,No,No,22,Credit Card,Weekly
42,62000,8.2,23,Female,Shirt,Clothing,20,Massachusetts,M,Red,Winter,3.9,No,Free Shipping,No,No,40,PayPal,Monthly
55,75000,9.5,28,Male,Blouse,Clothing,53,Kentucky,L,Gray,Winter,3.1,Yes,Express,Yes,Yes,14,Venmo,Fortnightly
55,75000,9.5,28,Male,Jewelry,Accessories,54,Montana,M,Charcoal,Winter,4.5,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly
55,75000,9.5,28,Male,Scarf,Accessories,68,Texas,M,Orange,Winter,4.7,Yes,Store Pickup,Yes,Yes,21,Credit Card,Every 3 Months
55,75000,9.5,28,Male,Sunglasses,Accessories,24,New Hampshire,L,Pink,Spring,4.4,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Monthly
55,75000,9.5,28,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Free Shipping,Yes,Yes,12,Venmo,Annually
55,75000,9.5,28,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Every 3 Months
55,75000,9.5,28,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months
55,75000,9.5,28,Male,Shorts,Clothing,88,Florida,L,Yellow,Winter,3.1,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Fortnightly
55,75000,9.5,28,Male,Gloves,Accessories,88,West Virginia,XL,Gray,Summer,3.7,Yes,Standard,Yes,Yes,50,PayPal,Quarterly
55,75000,9.5,28,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly
55,75000,9.5,28,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.2,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly
55,75000,9.5,28,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Fortnightly
55,75000,9.5,28,Male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,Yes,Express,Yes,Yes,21,PayPal,Annually
55,75000,9.5,28,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,27,Cash,Fortnightly
55,75000,9.5,28,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,40,Debit Card,Weekly
55,75000,9.5,28,Male,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Quarterly
55,75000,9.5,28,Male,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,37,Venmo,Weekly
55,75000,9.5,28,Male,Belt,Accessories,55,Nevada,L,Brown,Summer,3.3,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually
55,75000,9.5,28,Male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,Quarterly
55,75000,9.5,28,Male,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Fortnightly
55,75000,9.5,28,Male,Shirt,Clothing,33,Alaska,M,Gold,Summer,3.5,Yes,Express,Yes,Yes,47,Debit Card,Fortnightly
55,75000,9.5,28,Male,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7,PayPal,Weekly
55,75000,9.5,28,Male,Dress,Clothing,75,Mississippi,L,Lavender,Summer,3.4,Yes,Free Shipping,Yes,Yes,4,PayPal,Monthly
55,75000,9.5,28,Male,Shoes,Footwear,59,North Dakota,M,White,Spring,3.5,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly
55,75000,9.5,28,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly
55,75000,9.5,28,Male,Boots,Footwear,36,Maine,M,Lavender,Fall,4.0,Yes,Free Shipping,Yes,Yes,44,Credit Card,Quarterly
55,75000,9.5,28,Male,Belt,Accessories,80,Maryland,M,Maroon,Spring,4.9,Yes,Next Day Air,Yes,Yes,47,Credit Card,Weekly
55,75000,9.5,28,Male,Shirt,Clothing,94,Wyoming,M,Olive,Fall,2.5,No,Standard,Yes,Yes,47,Credit Card,Weekly
55,75000,9.5,28,Male,Skirt,Clothing,25,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months
55,75000,9.5,28,Male,Boots,Footwear,79,Pennsylvania,M,Cyan,Spring,3.1,No,Store Pickup,Yes,Yes,43,Cash,Every 3 Months
55,75000,9.5,28,Male,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,3.9,No,Express,Yes,Yes,1,Cash,Annually
55,75000,9.5,28,Male,Pants,Clothing,77,Wyoming,M,Violet,Winter,3.7,No,Express,Yes,Yes,3,Venmo,Fortnightly
55,75000,9.5,28,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,No,Standard,Yes,Yes,1,PayPal,Monthly
55,75000,9.5,28,Male,Sunglasses,Accessories,67,Massachusetts,S,Magenta,Summer,4.7,No,Store Pickup,Yes,Yes,33,PayPal,Annually
55,75000,9.5,28,Male,Blouse,Clothing,30,Maryland,XL,Gray,Fall,3.0,No,Free Shipping,Yes,Yes,31,Venmo,Annually
55,75000,9.5,28,Male,Blouse,Clothing,66,Wyoming,M,Green,Summer,3.4,No,Free Shipping,Yes,Yes,26,Venmo,Fortnightly
55,75000,9.5,28,Male,T-shirt,Clothing,21,Kansas,S,White,Spring,4.3,No,Standard,Yes,Yes,4,PayPal,Fortnightly
55,75000,9.5,28,Male,Shoes,Footwear,99,Vermont,XL,Peach,Winter,3.3,No,Standard,No,No,46,Credit Card,Quarterly
55,75000,9.5,28,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,No,No,29,PayPal,Monthly
55,75000,9.5,28,Male,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9,No,Standard,No,No,35,Credit Card,Fortnightly
55,75000,9.5,28,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months
55,75000,9.5,28,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly
55,75000,9.5,28,Male,Dress,Clothing,44,New Hampshire,L,Beige,Spring,3.2,No,Store Pickup,No,No,31,Cash,Monthly
55,75000,9.5,28,Male,Handbag,Accessories,44,Arkansas,M,Maroon,Summer,2.8,No,Standard,No,No,45,Bank Transfer,Annually
55,75000,9.5,28,Male,Blouse,Clothing,72,Arizona,XL,Pink,Fall,2.7,No,Next Day Air,No,No,29,Credit Card,Fortnightly
55,75000,9.5,28,Male,Socks,Clothing,86,Nebraska,S,Charcoal,Summer,2.6,No,Next Day Air,No,No,4,Debit Card,Weekly
55,75000,9.5,28,Male,Scarf,Accessories,29,Connecticut,M,Purple,Winter,3.7,No,Express,No,No,29,PayPal,Every 3 Months
55,75000,9.5,28,Male,Sunglasses,Accessories,22,Louisiana,M,Turquoise,Winter,3.8,No,Next Day Air,No,No,27,Venmo,Quarterly
55,75000,9.5,28,Female,Boots,Footwear,70,Hawaii,L,Lavender,Summer,2.6,No,Standard,No,No,46,Cash,Quarterly
55,75000,9.5,28,Female,Hoodie,Clothing,57,Virginia,M,Magenta,Summer,3.6,No,Store Pickup,No,No,34,Venmo,Quarterly
55,75000,9.5,28,Female,Scarf,Accessories,52,Maryland,M,Peach,Spring,2.8,No,Store Pickup,No,No,45,Bank Transfer,Quarterly
55,75000,9.5,28,Female,Blouse,Clothing,25,Kansas,M,Beige,Spring,3.8,No,2-Day Shipping,No,No,28,PayPal,Bi-Weekly
55,75000,9.5,28,Female,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,No,Store Pickup,No,No,21,Cash,Annually
55,75000,9.5,28,Female,Boots,Footwear,50,Arkansas,M,Purple,Summer,3.4,No,2-Day Shipping,No,No,47,Credit Card,Every 3 Months
55,75000,9.5,28,Female,Skirt,Clothing,100,Ohio,M,Black,Summer,4.5,No,Standard,No,No,28,PayPal,Monthly
55,75000,9.5,28,Female,Shirt,Clothing,70,Tennessee,L,Magenta,Fall,2.5,No,Free Shipping,No,No,6,Credit Card,Annually
55,75000,9.5,28,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,No,43,Credit Card,Every 3 Months
55,75000,9.5,28,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,No,Express,No,No,7,Bank Transfer,Bi-Weekly
55,75000,9.5,28,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,No,31,Credit Card,Monthly
55,75000,9.5,28,Female,Jeans,Clothing,70,Utah,M,Pink,Fall,2.6,No,Express,No,No,29,Cash,Monthly
55,75000,9.5,28,Female,Sneakers,Footwear,75,Louisiana,L,Black,Summer,3.9,No,Next Day Air,No,No,45,Cash,Quarterly
55,75000,9.5,28,Female,Hat,Accessories,30,Kansas,XL,Black,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly
55,75000,9.5,28,Female,Socks,Clothing,94,Kansas,M,Violet,Spring,3.3,No,Standard,No,No,8,Credit Card,Quarterly
55,75000,9.5,28,Female,Sunglasses,Accessories,58,California,M,Pink,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly
55,75000,9.5,28,Female,Jeans,Clothing,35,Minnesota,M,Violet,Spring,4.2,No,Express,No,No,3,PayPal,Monthly
55,75000,9.5,28,Female,Jacket,Outerwear,50,Connecticut,XL,Olive,Summer,4.5,No,Standard,No,No,35,Credit Card,Monthly
55,75000,9.5,28,Female,Belt,Accessories,96,Washington,M,Teal,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly
55,75000,9.5,28,Female,Handbag,Accessories,71,Louisiana,S,Lavender,Fall,4.6,No,Store Pickup,No,No,15,PayPal,Bi-Weekly
55,75000,9.5,28,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Next Day Air,No,No,43,Bank Transfer,Weekly
55,75000,9.5,28,Female,Handbag,Accessories,21,Minnesota,L,Peach,Spring,4.5,No,Express,No,No,10,Venmo,Monthly
55,75000,9.5,28,Female,Hoodie,Clothing,66,Pennsylvania,L,Pink,Winter,3.0,No,Standard,No,No,39,Cash,Weekly
55,75000,9.5,28,Female,T-shirt,Clothing,99,Wyoming,S,Blue,Winter,4.9,No,Express,No,No,1,Debit Card,Fortnightly
55,75000,9.5,28,Female,T-shirt,Clothing,97,Minnesota,M,Black,Fall,4.1,No,2-Day Shipping,No,No,20,Bank Transfer,Every 3 Months
29,46000,4.3,15,Male,Dress,Clothing,37,Florida,M,Red,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,44,Venmo,Every 3 Months
29,46000,4.3,15,Male,Skirt,Clothing,24,Mississippi,S,Peach,Winter,3.9,Yes,Next Day Air,Yes,Yes,35,Credit Card,Weekly
29,46000,4.3,15,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,Weekly
29,46000,4.3,15,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly
29,46000,4.3,15,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14,Debit Card,Weekly
29,46000,4.3,15,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly
29,46000,4.3,15,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly
29,46000,4.3,15,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly
29,46000,4.3,15,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months
29,46000,4.3,15,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly
29,46000,4.3,15,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,Store Pickup,Yes,Yes,30,Debit Card,Weekly
29,46000,4.3,15,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.5,Yes,Store Pickup,Yes,Yes,31,Credit Card,Quarterly
29,46000,4.3,15,Male,Coat,Outerwear,78,Idaho,XL,Green,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly
29,46000,4.3,15,Male,Socks,Clothing,86,Washington,S,Maroon,Fall,4.2,Yes,Express,Yes,Yes,48,Debit Card,Every 3 Months
29,46000,4.3,15,Male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,Yes,Free Shipping,Yes,Yes,38,Credit Card,Every 3 Months
29,46000,4.3,15,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months
29,46000,4.3,15,Male,Hat,Accessories,84,California,L,Indigo,Winter,2.6,Yes,Express,Yes,Yes,14,Debit Card,Bi-Weekly
29,46000,4.3,15,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card,Annually
29,46000,4.3,15,Male,Socks,Clothing,39,Alaska,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months
29,46000,4.3,15,Male,Shirt,Clothing,91,Illinois,M,Gray,Spring,3.4,Yes,Express,Yes,Yes,46,Venmo,Weekly
29,46000,4.3,15,Male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly
29,46000,4.3,15,Male,Sunglasses,Accessories,64,Michigan,L,Green,Spring,4.4,Yes,Standard,Yes,Yes,26,Debit Card,Fortnightly
29,46000,4.3,15,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,4.9,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly
29,46000,4.3,15,Male,Gloves,Accessories,22,Ohio,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly
29,46000,4.3,15,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,4.8,Yes,Standard,Yes,Yes,39,Venmo,Monthly
29,46000,4.3,15,Male,Scarf,Accessories,33,New Mexico,L,Violet,Summer,3.1,No,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months
29,46000,4.3,15,Male,Jewelry,Accessories,36,Kentucky,S,Red,Winter,2.7,No,Next Day Air,Yes,Yes,50,Venmo,Bi-Weekly
29,46000,4.3,15,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.8,No,Store Pickup,Yes,Yes,44,Venmo,Monthly
29,46000,4.3,15,Male,Belt,Accessories,81,New Jersey,M,Olive,Spring,4.5,No,Store Pickup,Yes,Yes,8,Venmo,Bi-Weekly
29,46000,4.3,15,Male,Pants,Clothing,81,Indiana,S,Indigo,Summer,3.0,No,Free Shipping,Yes,Yes,14,Bank Transfer,Fortnightly
29,46000,4.3,15,Male,Belt,Accessories,23,Louisiana,L,Teal,Fall,3.6,No,2-Day Shipping,Yes,Yes,42,Venmo,Bi-Weekly
29,46000,4.3,15,Male,Pants,Clothing,69,Idaho,M,Lavender,Winter,2.7,No,Next Day Air,Yes,Yes,9,Bank Transfer,Quarterly
29,46000,4.3,15,Male,Socks,Clothing,51,Minnesota,M,Black,Summer,4.5,No,Store Pickup,Yes,Yes,3,Credit Card,Bi-Weekly
29,46000,4.3,15,Male,Backpack,Accessories,59,Washington,M,White,Summer,2.7,No,2-Day Shipping,Yes,Yes,50,Bank Transfer,Weekly
29,46000,4.3,15,Male,Belt,Accessories,31,Oregon,M,Indigo,Winter,4.6,No,2-Day Shipping,Yes,Yes,22,Cash,Fortnightly
29,46000,4.3,15,Male,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,No,Express,No,No,16,Debit Card,Bi-Weekly
29,46000,4.3,15,Male,Scarf,Accessories,62,Virginia,M,Charcoal,Winter,4.3,No,Free Shipping,No,No,41,Venmo,Weekly
29,46000,4.3,15,Male,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,No,Express,No,No,11,PayPal,Fortnightly
29,46000,4.3,15,Male,Sneakers,Footwear,60,South Dakota,S,Peach,Fall,3.6,No,Standard,No,No,19,Debit Card,Monthly
29,46000,4.3,15,Male,Sandals,Footwear,38,New York,S,Yellow,Fall,3.8,No,Express,No,No,13,Debit Card,Quarterly
29,46000,4.3,15,Male,Sweater,Clothing,56,Colorado,S,Charcoal,Winter,3.4,No,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly
29,46000,4.3,15,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,2-Day Shipping,No,No,10,Venmo,Bi-Weekly
29,46000,4.3,15,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Store Pickup,No,No,17,Bank Transfer,Quarterly
29,46000,4.3,15,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,No,No,17,Debit Card,Bi-Weekly
29,46000,4.3,15,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months
29,46000,4.3,15,Male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly
29,46000,4.3,15,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,No,Standard,No,No,44,PayPal,Monthly
29,46000,4.3,15,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly
29,46000,4.3,15,Male,Sunglasses,Accessories,38,New Jersey,M,Lavender,Summer,3.3,No,Standard,No,No,6,Debit Card,Every 3 Months
29,46000,4.3,15,Male,Handbag,Accessories,33,Minnesota,M,Magenta,Fall,4.4,No,Standard,No,No,18,PayPal,Every 3 Months
29,46000,4.3,15,Male,Shoes,Footwear,32,Minnesota,M,Maroon,Winter,4.1,No,Next Day Air,No,No,40,Debit Card,Annually
29,46000,4.3,15,Male,Blouse,Clothing,56,Iowa,XL,Maroon,Summer,3.2,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly
